Image_ID,ToothClass,Xmin,Ymin,Xmax,Ymax
539,34,338,298,396,352
539,46,37,154,116,236
539,41,205,362,245,421
539,43,137,332,182,381
539,44,95,284,154,336
540,32,292,350,335,392
540,35,350,246,401,296
540,42,194,356,234,399
540,33,315,331,359,378
540,44,135,319,182,368
540,37,373,105,441,179
540,36,359,177,429,254
540,41,229,364,265,410
540,46,72,209,145,287
540,43,160,355,200,401
540,47,47,144,114,218
540,34,342,293,387,342
540,31,260,357,297,401
540,45,115,274,167,326
541,46,75,164,142,235
541,35,340,239,393,290
541,37,371,118,437,184
541,32,274,336,312,375
541,45,104,227,157,273
541,31,245,346,278,383
541,43,155,312,191,353
541,42,179,334,216,372
541,34,324,282,372,331
541,33,303,320,340,362
541,44,126,267,171,315
541,36,350,176,417,246
541,47,57,141,109,178
541,41,209,345,249,382
542,43,152,303,189,349
542,45,103,222,153,271
542,44,128,262,171,309
542,42,175,329,216,365
542,36,357,158,426,234
542,34,333,270,376,317
542,31,248,336,286,375
542,46,77,155,150,230
542,33,310,309,349,354
542,32,282,330,322,370
542,35,348,227,403,278
542,41,210,336,248,375
543,36,328,215,388,281
543,42,183,333,224,375
543,44,125,290,170,336
543,47,73,160,145,239
543,41,212,349,250,392
543,31,245,344,285,385
543,33,308,318,346,362
543,35,322,279,369,325
543,32,274,332,316,374
543,37,340,145,412,221
543,43,155,324,192,369
543,46,100,230,158,297
544,47,54,128,120,200
544,37,376,108,441,176
544,41,228,360,261,399
544,33,314,322,353,366
544,35,345,237,400,288
544,42,198,348,237,388
544,31,260,357,294,397
544,36,352,170,422,244
544,32,288,343,327,385
544,43,166,333,206,376
544,44,135,296,179,346
544,46,80,190,148,263
544,45,110,254,160,306
544,34,338,283,382,331
545,43,177,364,221,412
545,37,345,94,413,169
545,31,284,371,320,413
545,32,310,358,348,406
545,47,43,168,111,246
545,36,342,167,411,241
545,44,143,330,190,380
545,45,115,290,167,343
545,35,342,236,396,284
545,34,339,283,388,331
545,33,332,326,376,373
545,42,215,377,253,425
545,41,253,381,289,422
545,46,71,231,144,309
546,42,179,347,217,396
546,32,286,338,326,384
546,43,147,326,187,371
546,31,253,352,293,397
546,33,313,312,353,359
546,44,116,285,168,335
546,36,345,144,416,222
546,37,353,78,428,147
546,46,67,166,140,245
546,47,44,103,118,172
546,41,215,354,254,400
546,34,327,266,378,316
546,35,338,215,395,270
546,45,92,236,150,289
547,41,209,349,244,391
547,46,73,175,139,244
547,37,349,107,409,174
547,44,122,293,163,337
547,43,151,326,185,366
547,36,336,168,402,237
547,31,242,348,275,392
547,45,97,240,152,300
547,35,327,235,373,278
547,34,320,285,361,330
547,42,179,342,214,383
547,47,68,153,117,184
547,33,298,321,333,361
547,32,271,338,302,379
548,44,134,287,182,332
548,37,358,126,421,187
548,41,220,352,254,396
548,43,159,324,196,367
548,31,254,354,288,399
548,33,309,330,344,371
548,42,184,345,223,389
548,34,311,284,359,335
548,32,276,336,317,378
548,46,84,181,154,254
548,47,63,127,128,191
548,45,114,245,171,293
548,36,341,182,408,255
548,35,335,252,388,298
549,46,57,154,133,237
549,44,114,273,160,326
549,32,296,325,336,380
549,42,180,336,220,393
549,47,37,92,108,163
549,37,372,58,446,133
549,41,220,343,263,399
549,45,88,227,143,280
549,43,144,316,187,372
549,31,262,337,302,396
549,33,320,293,366,347
549,36,354,128,430,207
549,34,342,251,398,304
549,35,349,200,408,254
550,37,364,101,439,176
550,47,70,118,155,203
550,42,209,367,248,410
550,41,242,370,277,409
550,36,357,175,432,256
550,32,301,365,339,407
550,46,95,196,172,278
550,45,136,264,198,317
550,34,349,300,399,349
550,31,272,378,305,416
550,33,326,339,370,386
550,35,344,248,403,300
550,43,172,356,220,405
550,44,149,313,201,364
551,43,154,337,197,382
551,31,256,375,296,416
551,42,192,344,235,387
551,34,311,294,366,348
551,35,328,230,389,299
551,44,132,292,184,340
551,32,273,340,317,384
551,41,222,364,262,403
551,36,352,160,425,239
551,33,308,348,353,392
551,46,89,150,161,227
551,45,114,224,173,295
552,36,369,144,442,216
552,46,66,140,136,207
552,43,146,298,179,344
552,35,348,209,412,276
552,33,297,304,345,356
552,44,116,262,164,309
552,34,329,262,380,316
552,45,90,200,151,268
552,41,206,331,245,367
552,42,173,320,213,360
552,32,275,324,314,365
552,31,239,331,277,372
553,42,183,359,223,405
553,36,364,167,439,244
553,35,355,235,413,288
553,43,154,334,193,380
553,47,52,123,122,190
553,46,69,182,144,262
553,34,340,281,392,334
553,33,320,330,359,375
553,44,124,296,171,346
553,32,293,355,333,399
553,45,102,252,155,306
553,31,260,367,298,412
553,41,221,364,260,410
554,44,134,315,181,360
554,36,365,198,433,274
554,33,326,344,368,388
554,42,195,363,236,407
554,45,117,270,173,319
554,34,348,309,394,356
554,35,362,268,414,316
554,37,385,138,451,209
554,47,73,138,142,213
554,43,163,339,205,391
554,46,95,204,163,278
554,41,234,374,270,412
554,32,300,364,341,405
554,31,269,375,306,412
555,33,317,346,361,390
555,46,101,208,174,283
555,36,344,195,413,268
555,35,333,260,385,308
555,34,329,307,377,352
555,47,73,147,145,222
555,32,301,369,338,410
555,37,368,133,439,205
555,42,211,367,245,407
555,31,274,376,307,418
555,45,130,276,185,326
555,44,147,320,196,364
555,41,245,371,277,412
555,43,174,353,216,397
556,35,336,229,389,280
556,31,252,350,290,389
556,47,59,116,125,189
556,33,304,315,344,359
556,34,323,273,369,321
556,41,220,353,257,399
556,46,73,187,142,261
556,42,189,340,231,381
556,32,279,332,317,371
556,37,347,88,412,159
556,44,126,296,170,344
556,43,159,328,197,374
556,45,104,253,156,303
556,36,338,158,406,233
557,46,43,165,127,245
557,42,225,331,268,387
557,31,309,328,352,381
557,45,108,232,163,295
557,35,399,183,456,240
557,34,386,232,432,282
557,44,146,277,194,327
557,41,270,333,311,383
557,33,363,282,414,326
557,43,182,317,229,363
557,32,340,313,386,366
558,47,44,118,119,199
558,37,365,93,441,185
558,31,248,372,286,420
558,46,68,190,144,271
558,33,311,344,357,393
558,45,95,263,152,320
558,36,347,179,420,260
558,35,353,257,407,314
558,41,213,379,248,425
558,32,280,364,320,412
558,34,331,303,381,355
558,43,143,350,188,399
558,42,182,367,222,414
558,44,109,316,159,366
559,36,393,145,464,219
559,34,367,260,412,309
559,46,57,162,126,236
559,35,384,214,433,265
559,33,339,309,377,353
559,32,305,330,339,373
559,44,118,275,164,323
559,43,156,318,194,363
559,45,90,232,140,280
559,41,231,342,267,380
559,31,268,342,304,381
559,42,196,334,231,379
560,43,170,341,214,386
560,46,71,207,141,283
560,36,353,131,419,202
560,45,111,271,153,320
560,32,318,338,353,378
560,37,361,76,419,133
560,44,136,310,177,355
560,41,254,362,288,401
560,34,357,246,398,291
560,31,288,357,323,392
560,33,340,298,382,342
560,35,362,200,406,246
560,47,41,160,108,225
560,42,216,360,253,398
561,35,363,227,414,277
561,32,300,342,339,394
561,36,367,156,435,231
561,42,186,346,227,397
561,34,353,272,398,323
561,45,100,241,150,291
561,37,383,91,452,159
561,41,228,355,265,404
561,47,55,107,123,175
561,43,151,325,194,374
561,31,265,353,303,402
561,46,77,170,145,246
561,44,120,284,167,333
561,33,330,318,374,367
562,43,142,299,187,353
562,35,336,237,386,291
562,33,298,314,342,363
562,31,239,338,272,378
562,47,59,90,133,173
562,34,322,280,371,328
562,44,114,263,164,313
562,36,346,199,398,246
562,41,205,339,239,379
562,32,268,330,309,374
562,42,170,328,210,372
562,37,356,148,408,205
563,41,244,365,282,415
563,43,171,350,218,401
563,36,338,203,409,277
563,38,392,82,459,156
563,42,207,368,245,418
563,37,359,141,432,214
563,32,292,355,333,404
563,34,317,310,370,358
563,35,335,272,392,319
563,48,44,102,111,175
563,46,105,218,173,287
563,44,145,319,193,364
563,47,74,164,145,233
563,45,126,279,181,321
563,33,321,355,370,401
563,31,272,383,309,426
564,33,317,327,356,366
564,32,283,328,323,371
564,42,181,324,221,366
564,46,85,149,159,227
564,44,124,268,176,316
564,31,250,339,287,379
564,45,106,221,168,273
564,34,329,277,380,328
564,47,80,89,141,153
564,43,147,312,187,356
564,36,358,162,432,241
564,35,343,231,404,285
564,41,214,337,250,378
565,32,288,332,331,370
565,36,367,138,446,221
565,45,91,220,145,274
565,35,358,213,415,267
565,46,67,141,150,224
565,42,180,332,224,369
565,34,341,264,394,318
565,31,254,340,291,378
565,43,151,310,190,356
565,44,115,265,169,322
565,33,324,310,363,355
565,41,218,339,257,376
566,41,209,357,246,397
566,37,403,135,463,172
566,43,144,336,185,387
566,31,246,357,283,397
566,32,278,351,321,391
566,36,373,164,446,241
566,35,351,231,413,299
566,44,119,287,173,342
566,46,72,152,145,231
566,42,179,342,219,384
566,45,96,227,156,295
566,34,336,293,385,346
566,47,52,97,124,161
566,33,311,335,360,383
567,42,187,385,225,429
567,46,91,227,156,298
567,45,115,288,166,341
567,44,130,334,177,384
567,48,55,105,124,170
567,35,343,269,396,320
567,36,351,205,412,270
567,34,335,314,381,365
567,32,290,380,324,424
567,33,316,357,356,401
567,37,359,146,428,210
567,47,73,166,139,234
567,43,156,369,197,413
567,31,258,390,291,432
567,41,222,391,259,432
568,32,280,357,323,402
568,34,332,291,379,341
568,37,376,137,443,178
568,35,353,246,405,302
568,36,362,174,437,251
568,46,55,179,131,257
568,33,306,333,350,381
568,43,150,335,197,382
568,31,251,372,288,419
568,42,180,358,223,401
568,41,214,372,253,414
568,44,117,291,165,345
568,45,93,242,147,298
569,36,322,142,392,216
569,34,308,274,353,329
569,44,136,292,179,346
569,32,269,322,304,369
569,46,74,167,145,241
569,41,200,329,237,371
569,31,236,330,270,376
569,42,165,326,205,366
569,35,312,212,371,278
569,45,109,233,167,299
569,33,301,324,336,359
570,45,112,228,164,273
570,43,151,314,187,358
570,35,331,240,377,278
570,44,128,273,171,317
570,31,238,345,276,392
570,34,316,284,359,327
570,46,88,161,155,233
570,36,344,168,411,240
570,32,272,341,307,384
570,33,296,325,333,368
570,42,175,334,210,377
570,37,370,138,420,174
570,41,203,345,240,388
570,47,79,118,132,168
571,41,224,364,267,417
571,35,361,228,422,286
571,36,374,150,460,236
571,31,266,360,310,413
571,42,190,357,225,413
571,46,69,160,152,244
571,34,350,284,401,336
571,43,153,332,189,387
571,32,305,351,341,404
571,45,107,236,166,295
571,44,114,295,163,347
571,33,332,324,370,379
572,46,60,122,142,212
572,44,110,261,165,317
572,34,347,232,405,285
572,35,368,149,449,241
572,42,183,331,226,377
572,43,148,305,192,358
572,33,328,282,381,336
572,45,94,205,142,268
572,31,263,339,307,382
572,41,226,343,268,384
572,32,292,328,339,368
573,35,342,231,401,283
573,33,309,319,353,363
573,45,96,228,151,283
573,31,249,344,285,396
573,44,116,276,166,326
573,41,210,343,250,391
573,36,353,158,430,239
573,37,377,93,446,162
573,47,51,91,120,161
573,46,66,156,144,238
573,34,333,278,380,327
573,32,280,336,321,387
573,43,147,315,186,363
573,42,173,335,216,384
574,36,342,159,412,229
574,45,93,233,152,299
574,34,327,285,375,334
574,43,145,333,182,377
574,33,307,327,347,372
574,46,74,168,142,239
574,42,175,349,213,398
574,44,118,293,166,341
574,35,336,226,396,290
574,32,278,349,315,394
574,31,243,360,279,406
574,41,209,359,247,399
575,37,384,102,451,173
575,42,192,359,233,407
575,33,316,326,361,377
575,44,125,293,175,348
575,36,365,165,432,241
575,41,228,372,263,419
575,32,290,358,334,401
575,45,102,243,160,301
575,46,74,177,144,254
575,35,374,242,425,297
575,47,50,118,115,188
575,43,157,333,205,382
575,34,344,286,393,340
575,31,262,370,298,416
576,46,94,241,170,324
576,38,385,59,461,139
576,48,35,97,117,177
576,33,343,379,388,433
576,37,379,139,451,215
576,47,64,171,140,252
576,36,367,212,439,293
576,34,358,334,410,387
576,35,367,288,422,340
576,31,285,407,327,458
576,42,218,410,262,460
576,44,151,354,204,408
576,45,129,310,183,366
576,41,259,419,301,472
576,43,183,390,231,443
576,32,325,405,368,458
577,36,351,105,423,180
577,42,181,327,222,368
577,35,344,175,402,242
577,45,86,216,140,270
577,33,313,280,357,327
577,44,110,268,160,318
577,32,287,313,327,353
577,46,51,149,124,228
577,43,148,305,188,356
577,34,335,238,386,288
577,37,361,40,424,105
577,31,255,324,291,363
577,41,221,328,257,370
577,47,27,88,97,156
578,37,401,91,472,174
578,43,164,305,211,360
578,34,352,278,397,330
578,47,59,93,129,175
578,33,325,306,373,358
578,44,133,279,179,331
578,32,298,326,340,373
578,35,365,231,418,285
578,46,90,159,161,239
578,42,197,330,237,373
578,36,377,160,446,239
578,31,269,330,301,383
578,41,236,328,269,377
578,45,120,230,177,283
579,35,357,225,417,278
579,43,173,340,216,393
579,42,209,356,245,401
579,41,245,357,280,402
579,34,350,274,402,328
579,33,333,319,379,369
579,31,279,353,315,398
579,32,310,343,348,388
579,36,363,149,440,231
579,46,67,197,145,280
579,44,136,308,186,362
579,45,105,267,164,322
579,37,378,102,440,151
579,47,38,145,107,210
580,45,77,190,139,243
580,33,276,306,322,356
580,42,149,307,189,346
580,43,111,284,151,336
580,47,42,52,112,123
580,41,171,334,206,369
580,31,200,324,240,363
580,34,309,270,359,323
580,46,58,118,132,195
580,32,238,323,280,365
580,44,87,241,142,291
580,35,324,217,387,279
580,37,373,90,446,159
580,36,338,147,416,228
581,45,103,227,159,276
581,35,352,227,405,279
581,41,214,348,251,392
581,36,364,161,439,239
581,42,177,337,220,381
581,46,74,157,149,236
581,47,57,103,125,164
581,44,124,270,173,317
581,31,249,345,288,390
581,32,283,334,323,380
581,43,154,308,196,355
581,34,338,272,382,319
581,37,380,104,444,164
581,33,309,304,354,353
582,45,114,221,165,271
582,42,186,328,225,373
582,35,343,222,393,271
582,31,256,340,291,385
582,36,349,154,419,226
582,34,334,267,377,314
582,43,158,309,199,347
582,41,221,339,256,385
582,44,134,266,178,314
582,46,88,154,159,225
582,33,312,308,350,351
582,32,287,334,326,379
583,36,373,172,443,250
583,35,367,244,422,297
583,43,185,355,231,416
583,46,95,211,167,291
583,37,381,107,451,179
583,47,67,142,139,223
583,31,292,375,331,434
583,34,361,294,412,347
583,42,217,380,258,437
583,45,129,276,185,334
583,33,344,336,394,392
583,44,153,322,203,377
583,41,256,376,295,427
583,32,319,360,364,413
584,36,349,123,412,197
584,46,62,178,130,254
584,35,346,192,391,241
584,37,335,60,399,129
584,47,36,117,99,189
584,34,336,241,376,289
584,32,290,317,329,367
584,44,125,283,168,330
584,42,195,328,235,376
584,41,235,332,270,376
584,31,266,327,303,371
584,33,319,284,359,330
584,45,99,243,148,292
584,43,160,315,200,363
585,45,103,211,161,280
585,41,217,350,253,390
585,34,321,264,365,310
585,33,306,307,345,349
585,44,129,273,173,322
585,43,156,312,201,352
585,35,328,199,386,270
585,46,71,143,141,220
585,42,185,340,224,382
585,32,281,333,319,374
585,36,341,129,409,205
585,31,254,349,288,391
586,44,123,304,172,356
586,35,361,265,420,317
586,46,72,187,142,264
586,36,374,194,443,271
586,41,218,377,256,415
586,42,181,365,223,409
586,47,55,119,124,192
586,43,150,346,193,392
586,32,289,368,330,410
586,45,95,256,157,311
586,37,395,125,465,199
586,34,345,309,393,362
586,31,255,377,292,416
586,33,322,351,363,397
587,42,184,321,229,361
587,41,225,329,269,368
587,44,127,259,176,313
587,46,79,130,149,205
587,33,346,303,377,342
587,35,361,191,422,259
587,31,266,329,305,371
587,34,350,248,395,305
587,45,101,199,162,268
587,32,302,325,347,360
587,43,151,305,185,344
587,36,371,120,442,194
588,33,314,311,348,346
588,31,249,334,284,372
588,37,351,136,420,209
588,36,338,203,399,271
588,45,124,259,168,314
588,41,209,329,245,371
588,43,149,305,184,341
588,35,327,263,370,319
588,46,96,201,155,266
588,47,71,132,141,208
588,32,285,332,323,368
588,42,173,325,213,363
589,36,340,167,406,239
589,33,303,322,347,367
589,43,159,334,201,379
589,34,324,280,373,328
589,46,70,190,141,264
589,41,223,362,257,403
589,31,257,358,293,402
589,45,107,254,154,307
589,37,354,112,413,169
589,42,188,356,226,398
589,35,334,237,387,283
589,44,128,295,176,346
589,47,44,139,111,199
589,32,285,350,322,389
590,45,134,258,185,305
590,33,337,296,378,337
590,41,259,334,292,373
590,36,361,147,431,219
590,32,319,319,358,357
590,35,363,214,413,260
590,37,374,84,438,148
590,42,222,334,259,374
590,47,71,139,142,207
590,34,353,255,397,300
590,44,158,295,202,340
590,46,96,198,168,271
590,43,189,323,228,368
590,31,290,327,326,366
591,45,104,243,162,296
591,41,218,363,256,400
591,44,128,289,177,340
591,43,154,333,191,381
591,32,276,349,317,388
591,36,356,175,429,254
591,33,311,334,347,382
591,35,342,246,399,300
591,37,385,134,446,182
591,34,327,295,376,345
591,42,186,351,227,390
591,46,81,169,153,249
591,31,252,365,288,404
591,47,67,142,120,179
592,36,345,165,424,249
592,45,88,253,144,308
592,43,137,350,179,398
592,47,38,114,109,184
592,44,113,308,160,359
592,34,329,295,377,349
592,46,58,181,134,263
592,42,166,371,209,424
592,41,203,384,246,433
592,37,370,98,445,170
592,35,337,239,396,297
592,33,311,348,349,395
592,32,280,368,322,424
592,31,245,385,285,434
593,43,158,314,197,357
593,33,307,310,347,354
593,31,256,335,287,372
593,47,54,111,120,176
593,42,191,328,227,367
593,34,329,277,375,320
593,46,74,167,145,245
593,37,368,103,435,173
593,45,107,237,157,285
593,44,128,280,175,327
593,35,342,233,392,280
593,36,350,164,417,237
593,32,278,320,312,358
593,41,224,337,256,373
594,44,114,252,163,301
594,33,294,310,334,355
594,42,164,324,202,367
594,47,72,119,143,195
594,41,196,338,231,377
594,31,231,338,268,379
594,43,139,299,178,344
594,32,263,332,303,376
594,36,347,143,418,218
594,34,314,267,361,318
594,46,98,188,156,256
594,35,353,218,386,262
595,42,172,327,215,368
595,36,352,161,433,218
595,32,283,329,327,369
595,43,145,299,183,347
595,34,340,260,383,304
595,35,352,213,406,260
595,41,207,340,248,378
595,44,122,249,165,296
595,45,92,204,149,254
595,31,248,340,289,379
595,46,69,142,140,212
595,33,318,303,354,349
596,43,154,317,192,362
596,45,96,226,151,278
596,44,120,274,172,323
596,46,65,159,136,233
596,42,186,337,225,383
596,34,335,252,385,300
596,31,263,347,299,389
596,35,347,199,400,249
596,33,319,301,360,347
596,36,354,127,424,204
596,32,297,332,334,375
596,41,223,348,263,390
597,33,321,302,367,348
597,46,63,200,135,274
597,34,339,267,385,311
597,36,354,157,422,231
597,35,350,225,402,272
597,47,30,135,104,210
597,31,274,336,307,378
597,42,200,340,237,383
597,44,132,298,179,342
597,37,371,93,431,160
597,32,302,325,341,366
597,43,164,327,211,374
597,41,241,336,274,383
597,45,105,260,159,306
598,43,145,318,191,364
598,46,55,162,130,245
598,45,94,230,146,290
598,44,120,278,170,329
598,33,310,312,355,360
598,37,369,94,440,155
598,42,178,337,220,378
598,35,340,218,398,275
598,32,286,337,327,379
598,34,334,272,380,321
598,36,352,148,426,228
598,41,215,344,252,383
598,31,252,342,290,383
599,46,93,147,160,226
599,36,363,170,434,250
599,37,378,100,451,176
599,47,82,74,152,150
599,34,337,283,386,335
599,35,354,239,407,293
599,44,121,267,169,319
599,33,313,322,355,371
599,32,282,345,320,386
599,41,207,347,248,389
599,43,147,309,189,357
599,31,246,351,283,390
599,42,175,332,216,379
599,45,108,221,161,271
600,26,61,186,136,269
600,12,328,320,365,361
600,23,156,323,203,373
600,13,347,284,392,332
600,17,346,61,420,127
600,25,99,250,156,297
600,16,345,121,426,200
600,15,351,195,409,238
600,22,198,352,240,394
600,11,290,342,344,393
600,14,344,239,400,283
600,27,41,140,106,206
600,21,239,357,295,407
600,24,124,286,183,334
601,27,45,42,115,118
601,16,331,157,401,240
601,26,53,101,126,184
601,21,149,314,202,391
601,11,195,322,249,392
601,14,287,251,343,303
601,12,242,312,288,379
601,17,359,102,428,179
601,23,100,262,149,312
601,22,120,291,173,355
601,13,271,292,323,344
601,25,72,177,130,226
601,15,313,214,367,272
601,24,87,220,145,266
602,15,367,186,425,235
602,12,327,311,370,356
602,22,192,335,236,381
602,16,367,117,439,192
602,26,72,173,144,253
602,21,234,338,286,384
602,11,284,328,336,375
602,24,121,281,182,331
602,23,152,319,195,371
602,27,46,121,117,192
602,25,97,243,156,292
602,17,377,57,444,125
602,13,355,277,402,329
602,14,358,232,418,280
603,11,313,344,372,409
603,27,42,211,123,291
603,22,202,364,244,424
603,16,354,156,419,215
603,21,245,370,308,431
603,17,337,91,412,156
603,25,118,315,173,373
603,12,354,309,401,361
603,15,362,216,423,264
603,26,82,272,147,338
604,17,385,93,458,168
604,25,82,232,145,285
604,21,197,378,251,437
604,11,251,374,302,434
604,26,57,156,137,239
604,14,336,275,396,329
604,12,303,355,341,406
604,16,369,157,450,242
604,22,161,354,199,408
604,13,342,330,377,377
604,23,128,332,162,377
604,27,42,95,118,167
604,15,359,227,421,286
604,24,109,277,170,327
605,17,373,145,445,220
605,15,334,265,392,313
605,11,224,389,284,439
605,16,345,198,421,274
605,21,171,381,230,432
605,24,100,279,159,324
605,25,87,236,147,283
605,26,72,169,143,241
605,27,64,116,134,182
605,14,318,307,377,355
605,23,115,321,164,370
605,12,280,383,326,424
605,13,309,349,356,397
605,22,136,363,180,408
606,15,352,233,418,288
606,21,188,364,247,419
606,16,364,163,440,248
606,24,103,269,166,321
606,26,84,147,160,228
606,23,118,318,166,370
606,11,245,376,303,428
606,14,337,278,400,334
606,13,325,324,374,377
606,12,288,348,332,399
606,22,154,347,196,398
606,25,97,224,163,272
607,16,369,168,446,252
607,26,55,153,133,234
607,17,391,106,464,184
607,13,334,338,381,386
607,27,41,89,116,166
607,15,360,244,421,297
607,21,177,373,241,431
607,22,142,359,184,411
607,12,302,367,345,416
607,23,103,325,151,374
607,24,75,279,133,326
607,11,242,375,306,433
607,14,349,293,407,342
607,25,71,230,134,280
608,15,334,231,397,301
608,25,73,251,135,299
608,11,235,379,295,433
608,23,115,340,155,388
608,26,43,176,120,259
608,12,289,369,326,407
608,14,327,296,384,342
608,24,84,297,140,344
608,13,328,344,349,379
608,16,340,159,418,241
608,22,152,375,183,411
608,21,177,382,236,433
609,12,301,324,344,374
609,14,341,257,402,307
609,15,356,207,419,261
609,21,197,345,255,399
609,24,110,236,170,286
609,22,165,329,206,378
609,11,255,350,312,401
609,16,367,132,445,214
609,26,72,133,147,212
609,23,134,295,184,334
610,16,371,147,449,234
610,15,361,225,427,278
610,13,337,314,387,369
610,26,67,163,145,245
610,25,90,232,156,287
610,12,312,347,355,402
610,23,124,324,173,377
610,27,55,104,129,176
610,24,109,276,175,329
610,14,344,268,410,321
610,22,165,341,205,393
610,21,200,361,259,413
610,17,388,95,458,167
610,11,259,360,321,411
611,16,392,154,470,238
611,27,47,87,116,162
611,22,165,347,210,398
611,11,264,364,322,411
611,26,59,146,137,230
611,14,361,269,423,323
611,17,411,98,480,168
611,21,207,362,264,410
611,13,350,317,401,375
611,25,79,222,143,275
611,15,380,226,443,279
611,23,128,312,183,370
611,24,101,264,164,318
611,12,316,345,363,394
612,27,25,97,105,176
612,14,356,270,418,328
612,17,398,84,474,163
612,16,380,146,461,231
612,21,191,360,259,419
612,15,372,221,437,279
612,12,315,352,356,398
612,26,44,158,126,239
612,24,100,270,160,331
612,23,121,317,175,369
612,25,70,230,134,288
612,22,161,359,199,405
612,13,349,321,401,367
612,11,259,360,326,424
613,15,359,211,421,259
613,17,367,98,432,150
613,13,342,302,394,355
613,11,281,360,340,419
613,26,79,171,154,253
613,12,321,340,370,388
613,21,223,367,281,428
613,16,351,140,425,212
613,14,348,254,408,305
613,27,63,113,138,186
613,25,99,243,160,298
613,24,121,288,180,340
613,23,148,330,197,382
613,22,184,360,230,411
614,23,132,309,180,359
614,16,368,131,438,208
614,26,62,158,132,236
614,22,177,344,217,392
614,13,343,301,389,351
614,21,214,351,275,404
614,25,89,220,148,274
614,14,349,244,409,292
614,11,286,339,343,394
614,24,110,265,168,315
614,15,363,198,417,247
614,17,371,76,437,137
614,27,55,92,125,166
615,17,383,133,451,213
615,27,61,105,137,180
615,26,73,164,147,241
615,16,356,188,432,268
615,21,185,374,236,434
615,24,103,276,172,328
615,14,325,289,390,344
615,12,287,364,331,414
615,13,314,334,364,385
615,11,235,374,290,425
615,23,125,325,174,374
615,15,349,252,410,302
615,22,153,361,194,413
615,25,87,236,152,283
616,16,372,136,445,219
616,26,64,107,136,186
616,14,344,253,406,310
616,12,292,325,339,380
616,15,362,207,424,264
616,22,135,309,185,361
616,21,173,324,236,393
616,11,233,332,296,398
616,25,75,177,138,233
616,24,84,228,148,283
616,13,325,296,378,351
616,27,54,41,130,116
616,17,391,70,468,152
616,23,107,276,162,332
617,17,369,95,444,165
617,27,55,143,128,220
617,26,72,202,148,283
617,25,101,267,162,323
617,21,231,384,290,442
617,11,290,376,344,442
617,16,365,155,441,233
617,14,359,275,421,324
617,23,152,349,205,403
617,22,189,377,234,428
617,15,367,228,429,278
617,13,351,318,404,374
617,12,336,359,377,411
617,24,124,307,185,360
618,16,346,147,416,222
618,25,88,258,147,308
618,22,179,364,221,414
618,21,214,377,267,434
618,15,345,220,405,268
618,14,331,263,387,312
618,27,42,149,108,205
618,23,138,340,185,386
618,26,60,188,133,267
618,12,306,347,347,397
618,13,331,309,375,360
618,24,120,293,175,345
618,17,352,94,415,156
618,11,266,369,319,428
619,17,370,112,441,191
619,26,60,148,134,226
619,12,283,358,328,413
619,13,317,327,366,379
619,15,339,245,398,295
619,16,351,175,424,256
619,14,323,288,381,334
619,25,83,219,144,267
619,11,227,369,287,431
619,24,93,265,152,309
619,23,104,308,155,360
619,27,44,88,116,164
619,21,168,364,227,425
619,22,134,347,178,402
620,11,258,364,318,412
620,12,313,359,356,407
620,23,121,317,163,365
620,15,363,217,429,284
620,25,80,205,145,273
620,26,63,133,138,212
620,16,367,146,442,224
620,21,195,361,253,410
620,22,157,353,197,401
620,24,98,270,154,316
620,14,357,277,412,327
620,13,347,324,393,374
621,22,147,348,187,395
621,13,327,305,373,356
621,16,356,149,426,226
621,24,99,261,152,306
621,14,336,260,391,307
621,11,248,358,309,413
621,21,182,362,246,412
621,26,61,148,131,227
621,15,351,221,408,267
621,25,85,221,140,265
621,23,122,308,154,354
621,12,309,345,343,394
622,16,375,134,452,219
622,26,82,122,162,207
622,25,102,195,168,268
622,14,354,265,409,328
622,11,264,374,324,426
622,13,339,318,381,360
622,21,203,370,266,422
622,24,123,255,180,316
622,15,365,204,430,277
622,23,142,308,185,356
622,22,169,348,206,394
622,12,308,351,331,370
623,12,322,324,366,364
623,21,237,356,291,400
623,11,289,344,335,395
623,24,131,296,187,350
623,16,347,134,420,204
623,26,72,196,143,271
623,22,198,351,240,391
623,14,343,242,404,290
623,15,354,204,413,244
623,25,107,250,166,313
623,13,352,291,388,334
624,14,344,238,399,295
624,13,345,291,383,331
624,21,192,352,252,393
624,26,65,118,143,201
624,24,110,255,166,310
624,15,355,177,422,249
624,11,254,346,316,397
624,12,309,321,355,377
624,25,88,189,153,264
624,22,172,305,213,351
624,16,362,113,440,187
624,23,134,302,173,339
625,13,331,298,380,349
625,16,367,138,446,219
625,25,86,209,148,262
625,15,361,208,420,261
625,14,344,252,406,305
625,21,196,343,253,409
625,24,97,259,160,305
625,22,160,333,204,381
625,23,124,303,174,353
625,26,61,140,139,220
625,11,252,342,312,405
625,12,304,330,348,378
625,27,55,82,126,147
626,26,75,155,141,237
626,27,56,97,121,174
626,22,157,344,202,389
626,12,299,338,344,381
626,23,132,309,183,359
626,16,348,148,415,229
626,15,337,219,394,266
626,14,328,261,386,309
626,17,365,84,434,163
626,11,252,348,305,408
626,13,323,306,373,354
626,25,92,228,150,277
626,24,106,269,166,319
626,21,197,348,253,405
627,26,66,147,137,222
627,12,298,324,338,369
627,11,252,333,306,380
627,14,333,246,392,291
627,27,52,94,120,161
627,22,164,326,206,370
